path,id,relpath,num_frames,height,width,aspect_ratio,fps,resolution,aes,flow,ocr,audio_path,audio_id,audio_fps,video_text,audio_text,text,cat0_ind,cat0_title,cat1_ind,cat1_title,cat2_ind,cat2_title,cat3_ind,cat3_title,cat4_ind,cat4_title
../../datasets/JavisBench/data/youtube_clip_KhKN7CONnLU_scene-0.mp4,KhKN7CONnLU_scene-0,KhKN7CONnLU_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.899946212768555,0.7108105421066284,0.0,../../datasets/JavisBench/data/youtube_clip_KhKN7CONnLU_scene-0.wav,KhKN7CONnLU_scene-0,16000,There are two baby monkeys lying on a blue cushion. One monkey is wearing a green shirt and the other is in an orange patterned outfit. A person's hand is gently touching the head of the monkey in the green shirt. There's also a yellow plush toy with a face on the cushion near the monkeys.,There are some sounds of birds chirping in the background.,"Two baby monkeys lie on a blue cushion, one wearing a green shirt and the other an orange patterned outfit. A person's hand gently touches the head of the monkey in the green shirt. There's also a yellow plush toy with a face nearby, and soft bird chirps can be heard in the background.",2,Living Scenario,0,Camera Shooting,"0,1","Ambient Sounds,Biological Sounds",2,Simultaneous Events,"1,2","Multiple Subjects,Off-screen Sound"
../../datasets/JavisBench/data/youtube_clip_qMz6jdmg2lg_scene-16.mp4,qMz6jdmg2lg_scene-16,qMz6jdmg2lg_scene-16.mp4,56,240.0,426.0,0.5633802816901409,24.0,102240.0,4.771814346313477,10.133496284484863,0.0,../../datasets/JavisBench/data/youtube_clip_qMz6jdmg2lg_scene-16.wav,qMz6jdmg2lg_scene-16,16000,A person is standing in a subway station. They are wearing a light-colored coat and are holding a phone to their ear. The subway station has a curved ceiling with lights on it. There are some signs and advertisements visible in the background.,The sound of a subway train approaching and stopping at the station. There is also the sound of the train doors opening and closing.,"A person is standing in a subway station, wearing a light-colored coat and holding a phone to their ear. The subway station has a curved ceiling with lights on it, and there are signs and advertisements visible in the background. The sound of a subway train approaching and stopping at the station can be heard, along with the train doors opening and closing.",1,Urban Scenario,0,Camera Shooting,"0,2","Ambient Sounds,Mechanical Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_G5MTjrl839w_scene-7.mp4,G5MTjrl839w_scene-7,G5MTjrl839w_scene-7.mp4,109,240.0,426.0,0.5633802816901409,24.0,102240.0,5.2888383865356445,25.47673416137696,0.0,../../datasets/JavisBench/data/youtube_clip_G5MTjrl839w_scene-7.wav,G5MTjrl839w_scene-7,16000,"The video shows a cartoonish scene with a small, purple sheep with large, curved horns. The sheep is standing in a landscape with tall, cracked pillars in various shades of red and purple. The sky has a gradient of pink and purple hues, suggesting either sunrise or sunset. The sheep appears to be looking around, possibly curious or cautious.","There is a sound of a horse trotting in the background, which is a rhythmic clip-clop noise.","A small, purple sheep with large, curved horns stands in a landscape featuring tall, cracked red and purple pillars. The sky displays a gradient of pink and purple hues, indicating either sunrise or sunset. In the background, there is a rhythmic clip-clop noise, reminiscent of a horse trotting. The sheep looks around, appearing curious or cautious.",1,Urban Scenario,1,2D Animation,"0,1","Ambient Sounds,Biological Sounds",2,Simultaneous Events,"1,2","Multiple Subjects,Off-screen Sound"
../../datasets/JavisBench/data/youtube_clip_xP3EsGow8uc_scene-0.mp4,xP3EsGow8uc_scene-0,xP3EsGow8uc_scene-0.mp4,172,240.0,426.0,0.5633802816901409,24.0,102240.0,4.914800643920898,0.8972415328025818,0.0,../../datasets/JavisBench/data/youtube_clip_xP3EsGow8uc_scene-0.wav,xP3EsGow8uc_scene-0,16000,"An aerial view of a large industrial complex near a body of water. The complex has numerous buildings, cranes, and other industrial structures. The logo 'ZEECO' with a flame design is prominently displayed in the center of the frame.",Music playing in the background.,"An aerial view of a large industrial complex near a body of water, with numerous buildings, cranes, and other industrial structures. The logo 'ZEECO' with a flame design is prominently displayed in the center of the frame, and music plays in the background.",3,Industrial Scenario,0,Camera Shooting,3,Musical Sounds,1,Sequential Events,"1,2","Multiple Subjects,Off-screen Sound"
../../datasets/JavisBench/data/youtube_clip_iGoELFmVDdM_scene-5.mp4,iGoELFmVDdM_scene-5,iGoELFmVDdM_scene-5.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.966987609863281,0.7394059896469116,3.0,../../datasets/JavisBench/data/youtube_clip_iGoELFmVDdM_scene-5.wav,iGoELFmVDdM_scene-5,16000,"There's a group of people playing music on a street corner. They're set up in front of a building with a large billboard. The billboard has different advertisements on it, like one for Amazon Music with the text ""IT ALL COMES OUT IN THE WASH"" and another for a 5G mobile plan. There's also a sign that says ""good vibes"". The musicians are playing instruments, and there are some signs on the ground, one of which has a QR code. A few people are walking by in the background.","There's music playing, likely from the musicians on the street corner. There are also some sounds of people walking and possibly some ambient city noises.","A group of people are playing music on a street corner in front of a building with a large billboard featuring ads for Amazon Music and a 5G mobile plan. One sign reads ""good vibes,"" and there’s a QR code on the ground. People are walking by in the background while the musicians play their instruments, accompanied by the sounds of passersby and some ambient city noises.",1,Urban Scenario,0,Camera Shooting,"0,3","Ambient Sounds,Musical Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_evdJAalZz7M_scene-11.mp4,evdJAalZz7M_scene-11,evdJAalZz7M_scene-11.mp4,105,240.0,426.0,0.5633802816901409,24.0,102240.0,4.553359508514404,0.1016053482890129,0.0,../../datasets/JavisBench/data/youtube_clip_evdJAalZz7M_scene-11.wav,evdJAalZz7M_scene-11,16000,"A close-up view of a stainless steel pot on a stove. Oil is being poured into the pot, creating ripples and small bubbles on the surface. The pot is shiny and reflective, and the stove has a digital control panel with orange buttons.","The sound of oil being poured into the pot, with a slight sizzling noise as it hits the hot surface. There is also background music playing throughout the video.","Oil is being poured into a shiny stainless steel pot on a stove, creating ripples and small bubbles on the surface. The pot is reflective, and the stove has a digital control panel with orange buttons. As the oil hits the hot surface, there's a slight sizzling noise, accompanied by background music.",2,Living Scenario,0,Camera Shooting,"0,3","Ambient Sounds,Musical Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_XRI0LwBlSrU_scene-0.mp4,XRI0LwBlSrU_scene-0,XRI0LwBlSrU_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.8531341552734375,2.76321792602539,0.0,../../datasets/JavisBench/data/youtube_clip_XRI0LwBlSrU_scene-0.wav,XRI0LwBlSrU_scene-0,16000,"A man is sitting at a piano. He is wearing a brown jacket over a white shirt. He has short hair and is looking down at the piano keys as he plays. His hands are moving across the keys, pressing them down to produce music.","There is music playing on a piano. The sound is melodic and rhythmic, typical of a piano performance.","A man is sitting at a piano, wearing a brown jacket over a white shirt. He has short hair and is looking down at the piano keys as he plays. His hands move across the keys, pressing them down to produce melodic and rhythmic music.",2,Living Scenario,0,Camera Shooting,3,Musical Sounds,0,Single Event,0,Single Subject
../../datasets/JavisBench/data/youtube_clip_ZeSbiUxDMqk_scene-0.mp4,ZeSbiUxDMqk_scene-0,ZeSbiUxDMqk_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,5.113848686218262,0.1043433025479316,0.0,../../datasets/JavisBench/data/youtube_clip_ZeSbiUxDMqk_scene-0.wav,ZeSbiUxDMqk_scene-0,16000,"There are three musicians performing in a concert hall. One is playing the violin, another is playing the cello, and the third is partially visible, possibly playing another string instrument. They are all dressed in formal black attire and are seated on chairs. There are music stands in front of them with sheet music on them. The background is a plain wooden wall.","The sound of a violin playing a melody, followed by the cello joining in. There is also the sound of a bow being drawn across the strings of both instruments.","Three musicians are performing in a concert hall. One is playing the violin, another is playing the cello, and the third is partially visible, possibly playing another string instrument. They are all dressed in formal black attire and seated on chairs with music stands in front of them holding sheet music. The sound of a violin playing a melody fills the air, followed by the cello joining in, and the bow being drawn across the strings of both instruments. The background is a plain wooden wall.",2,Living Scenario,0,Camera Shooting,3,Musical Sounds,1,Sequential Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_fpYpSFo5r3o_scene-3.mp4,fpYpSFo5r3o_scene-3,fpYpSFo5r3o_scene-3.mp4,125,240.0,426.0,0.5633802816901409,24.0,102240.0,5.578524589538574,3.638333559036255,0.0,../../datasets/JavisBench/data/youtube_clip_fpYpSFo5r3o_scene-3.wav,fpYpSFo5r3o_scene-3,16000,"A large choir dressed in matching black and white patterned outfits stands on a stage. They are positioned in multiple rows, with some members standing in front of an orchestra. The background is a red curtain, and the lighting is focused on the choir, creating a dramatic effect. The choir members appear to be singing, and some are holding microphones.","The sound of an orchestra playing, with a variety of instruments including strings, woodwinds, and possibly brass. There is also the sound of the choir singing, which is harmonious and fills the space.","A large choir dressed in matching black and white patterned outfits stands on a stage, positioned in multiple rows with some members in front of an orchestra. The background is a red curtain, and the lighting focuses on the choir, creating a dramatic effect. The choir members are singing harmoniously, and some hold microphones. The orchestra plays alongside them, with a variety of instruments including strings, woodwinds, and possibly brass, filling the space with music.",2,Living Scenario,0,Camera Shooting,3,Musical Sounds,1,Sequential Events,1,Multiple Subjects
../../datasets/JavisBench/data/FAVDBench_videos_test_Z1s65WhSgEE_1000_6000.mp4,Z1s65WhSgEE_1000_6000,FAVDBench/videos/test/Z1s65WhSgEE_1000_6000.mp4,122,240.0,426.0,0.5633802816901409,24.0,102240.0,,,,../../datasets/JavisBench/data/FAVDBench_videos_test_Z1s65WhSgEE_1000_6000.wav,Z1s65WhSgEE_1000_6000,16000,"A blue double-decker bus is driving on a city street. There are tall buildings in the background, and a few people are standing on the sidewalk near the bus stop. The bus has a cream-colored top and blue bottom. The street has yellow markings.","The sound of a bus engine running and the ambient noise of a city street, including distant traffic and possibly some chatter from pedestrians.","A blue double-decker bus with a cream-colored top and blue bottom is driving on a city street with yellow markings. Tall buildings stand in the background, and a few people are standing on the sidewalk near the bus stop. The sound of the bus engine can be heard along with the ambient noise of the city, including distant traffic and some chatter from pedestrians.",1,Urban Scenario,0,Camera Shooting,"0,2","Ambient Sounds,Mechanical Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_rv1s3wggL08_scene-0.mp4,rv1s3wggL08_scene-0,rv1s3wggL08_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.812378406524658,4.59076738357544,0.0,../../datasets/JavisBench/data/youtube_clip_rv1s3wggL08_scene-0.wav,rv1s3wggL08_scene-0,16000,"The video shows a large industrial setting with several large glass panels. These panels are white and are placed on metal frames. They are secured with ropes and have tags attached to them. The background includes various industrial equipment and structures, suggesting a factory or warehouse environment.","There is a continuous mechanical sound throughout the video, which could be from machinery operating in the factory or warehouse.","In a large industrial setting, several large white glass panels are displayed on metal frames, secured with ropes and tags. The background features various industrial equipment and structures, and there is a continuous mechanical sound from operating machinery.",3,Industrial Scenario,0,Camera Shooting,2,Mechanical Sounds,0,Single Event,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_PgEjrCv8oR8_scene-3.mp4,PgEjrCv8oR8_scene-3,PgEjrCv8oR8_scene-3.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.794825553894043,2.918769836425781,0.0,../../datasets/JavisBench/data/youtube_clip_PgEjrCv8oR8_scene-3.wav,PgEjrCv8oR8_scene-3,16000,"The video shows a close-up of an owl. The owl has a white and black spotted pattern on its feathers. Its eyes are large and orange, and it has a sharp, dark beak. The owl's head is slightly tilted as it looks around.",There are no distinct sounds described in the video.,An owl with a white and black spotted pattern on its feathers is shown in a close-up. Its large orange eyes and sharp dark beak are visible as its head is slightly tilted while looking around.,0,Natural Scenario,0,Camera Shooting,0,Ambient Sounds,0,Single Event,0,Single Subject
../../datasets/JavisBench/data/youtube_clip_Ad7gevbwoDE_scene-5.mp4,Ad7gevbwoDE_scene-5,Ad7gevbwoDE_scene-5.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,5.079502105712891,3.4377012252807617,0.0,../../datasets/JavisBench/data/youtube_clip_Ad7gevbwoDE_scene-5.wav,Ad7gevbwoDE_scene-5,16000,The video shows a large waterfall with a lot of water cascading down. There's a city in the background with tall buildings. The water is creating a misty spray around the falls. The surrounding area has some greenery and a river flowing nearby.,There are no distinct sounds mentioned in the video description.,"A large waterfall cascades down, creating a misty spray around it. In the background, a city with tall buildings can be seen. The surrounding area is lush with greenery, and a river flows nearby.",0,Natural Scenario,0,Camera Shooting,0,Ambient Sounds,0,Single Event,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_CXaE8GptMvw_scene-0.mp4,CXaE8GptMvw_scene-0,CXaE8GptMvw_scene-0.mp4,113,240.0,426.0,0.5633802816901409,24.0,102240.0,4.914134979248047,17.700227737426758,0.0,../../datasets/JavisBench/data/youtube_clip_CXaE8GptMvw_scene-0.wav,CXaE8GptMvw_scene-0,16000,"A person is standing in front of a large waterfall. They are holding a camera on a tripod, seemingly preparing to take a photo or video. The waterfall is cascading down a rocky cliff, and there are trees in the foreground framing the view.",There is music playing in the background.,"A person is standing in front of a large waterfall, holding a camera on a tripod, seemingly preparing to take a photo or video. The waterfall is cascading down a rocky cliff, and there are trees in the foreground framing the view. Music plays in the background.",0,Natural Scenario,0,Camera Shooting,"0,3","Ambient Sounds,Musical Sounds",2,Simultaneous Events,"1,2","Multiple Subjects,Off-screen Sound"
../../datasets/JavisBench/data/AVSBench_Multi-source_ms3_data_raw_videos_test_Kd42SbTQv2U_11.mp4,Kd42SbTQv2U_11,AVSBench/Multi-source/ms3_data/raw_videos/test/Kd42SbTQv2U_11.mp4,120,240.0,426.0,0.5633802816901409,24.0,102240.0,,,,../../datasets/JavisBench/data/AVSBench_Multi-source_ms3_data_raw_videos_test_Kd42SbTQv2U_11.wav,Kd42SbTQv2U_11,16000,A man in an orange shirt with the number 15 on it is walking a black dog on a leash. They are in a parking lot with some trees and a building in the background. The man is wearing a cap and khaki pants. The dog is running ahead of him on the leash.,"A dog is panting and barking. There is also a voice saying ""No, yeah so he's gonna try to bite me.""","A man in an orange shirt with the number 15 on it is walking a black dog on a leash in a parking lot with some trees and a building in the background. The man is wearing a cap and khaki pants. The dog is running ahead of him, panting and barking. The man says, ""No, yeah so he's gonna try to bite me.""",1,Urban Scenario,0,Camera Shooting,"1,4","Biological Sounds,Speech Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/youtube_clip_nT4tTHI3-EU_scene-0.mp4,nT4tTHI3-EU_scene-0,nT4tTHI3-EU_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.672380447387695,8.513364791870117,0.0,../../datasets/JavisBench/data/youtube_clip_nT4tTHI3-EU_scene-0.wav,nT4tTHI3-EU_scene-0,16000,A woman with shoulder - length hair is in front of a background with red and green lighting. She is wearing a black T - shirt with a red heart design and some text around it. She is holding a magnifying glass with a question mark on it. The text 'FOTOFIL FOTOWORD' appears above her head.,A woman is speaking in a language that seems to be Thai. She is saying 'noise noise noise คืออะไร วันนี้ photo file photo word มีคําตอบค่ะ noise คือสัญญาณ'.,"A woman with shoulder-length hair stands in front of red and green lighting, wearing a black T-shirt with a red heart design and some text around it. She holds a magnifying glass with a question mark on it, and the text 'FOTOFIL FOTOWORD' appears above her head. She speaks in Thai, saying something about noise and providing answers related to photo files and words.",2,Living Scenario,0,Camera Shooting,4,Speech Sounds,0,Single Event,0,Single Subject
../../datasets/JavisBench/data/youtube_clip_1r2qMj9nMXQ_scene-0.mp4,1r2qMj9nMXQ_scene-0,1r2qMj9nMXQ_scene-0.mp4,240,240.0,426.0,0.5633802816901409,24.0,102240.0,4.704775810241699,0.1298098564147949,0.0,../../datasets/JavisBench/data/youtube_clip_1r2qMj9nMXQ_scene-0.wav,1r2qMj9nMXQ_scene-0,16000,"There are four birds perched on a curved tree branch. The birds have green bodies, red heads, and long tails. They are sitting in a row, facing the same direction. The background shows some trees with red leaves and a clear sky.",There are sounds of birds chirping and tweeting in the background.,"Four birds with green bodies, red heads, and long tails are perched on a curved tree branch, sitting in a row and facing the same direction. Birds can be heard chirping and tweeting in the background. The scene is set against a backdrop of trees with red leaves and a clear sky.",0,Natural Scenario,0,Camera Shooting,"0,1","Ambient Sounds,Biological Sounds",2,Simultaneous Events,1,Multiple Subjects
../../datasets/JavisBench/data/AIST++_crop_test_mLO2_gLO_sBM_c01_d15_mLO2_ch02.mp4,gLO_sBM_c01_d15_mLO2_ch02,AIST++_crop/test/mLO2/gLO_sBM_c01_d15_mLO2_ch02.mp4,233,240.0,426.0,0.5633802816901409,24.0,102240.0,,,,../../datasets/JavisBench/data/AIST++_crop_test_mLO2_gLO_sBM_c01_d15_mLO2_ch02.wav,gLO_sBM_c01_d15_mLO2_ch02,16000,"A man is dancing in a white studio. He's wearing a black hat, a red shirt with a black vest, black pants, and black shoes. He's moving his arms and legs rhythmically.",There is music playing in the background.,"A man is dancing in a white studio to music. He's wearing a black hat, a red shirt with a black vest, black pants, and black shoes, moving his arms and legs rhythmically.",2,Living Scenario,0,Camera Shooting,3,Musical Sounds,1,Sequential Events,1,Multiple Subjects
